stage,scenario_id,category,mode,answer_ms,judge_ms,retrieval_ms,total_ms
Formal-250,formal-v2-proactive_insight-003,proactive_insight,full_omni,5786,25576,136,141353
Formal-250,formal-v2-proactive_insight-004,proactive_insight,full_omni,7837,5649,133,192814
Formal-250,formal-v2-proactive_insight-005,proactive_insight,full_omni,7749,6040,102,99676
Formal-250,formal-v2-proactive_insight-006,proactive_insight,full_omni,6453,9706,2653,192429
Formal-250,formal-v2-proactive_insight-007,proactive_insight,full_omni,6438,18428,98,147212
Formal-250,formal-v2-proactive_insight-008,proactive_insight,full_omni,6951,12493,130,156544
Formal-250,formal-v2-proactive_insight-009,proactive_insight,full_omni,5814,10834,2466,183362
Formal-250,formal-v2-proactive_insight-010,proactive_insight,full_omni,6650,23624,2157,177541
Formal-250,formal-v2-proactive_insight-011,proactive_insight,full_omni,6319,4793,131,125236
Formal-250,formal-v2-proactive_insight-012,proactive_insight,full_omni,4887,6072,2255,201963
Formal-250,formal-v2-proactive_insight-013,proactive_insight,full_omni,6493,6372,2645,102946
Formal-250,formal-v2-proactive_insight-014,proactive_insight,full_omni,6002,7473,2692,120386
Formal-250,formal-v2-proactive_insight-015,proactive_insight,full_omni,6112,11557,2520,186834
Formal-250,formal-v2-proactive_insight-016,proactive_insight,full_omni,6148,6842,2680,104222
Formal-250,formal-v2-proactive_insight-017,proactive_insight,full_omni,4141,16465,2460,193529
Formal-250,formal-v2-proactive_insight-018,proactive_insight,full_omni,5890,4721,2674,136057
Formal-250,formal-v2-proactive_insight-019,proactive_insight,full_omni,6533,4775,2652,247890
Formal-250,formal-v2-proactive_insight-020,proactive_insight,full_omni,4601,16838,2389,227675
Formal-250,formal-v2-proactive_insight-021,proactive_insight,full_omni,4838,15163,2643,215301
Formal-250,formal-v2-proactive_insight-022,proactive_insight,full_omni,5874,4818,2335,141482
Formal-250,formal-v2-proactive_insight-023,proactive_insight,full_omni,5670,9973,2256,175899
Formal-250,formal-v2-proactive_insight-024,proactive_insight,full_omni,7235,8021,2659,161600
Formal-250,formal-v2-proactive_insight-025,proactive_insight,full_omni,6192,8215,2642,202116
Formal-250,formal-v2-proactive_insight-026,proactive_insight,full_omni,9046,11014,2639,218103
Formal-250,formal-v2-proactive_insight-027,proactive_insight,full_omni,6384,5472,2535,154301
Formal-250,formal-v2-proactive_insight-028,proactive_insight,full_omni,5854,16265,2651,228875
Formal-250,formal-v2-proactive_insight-029,proactive_insight,full_omni,5200,8557,2637,253063
Formal-250,formal-v2-proactive_insight-030,proactive_insight,full_omni,5356,5131,2674,183208
Formal-250,formal-v2-decision_quality-001,decision_quality,full_omni,7299,7031,114,104416
Formal-250,formal-v2-decision_quality-002,decision_quality,full_omni,7663,7403,2670,101166
Formal-250,formal-v2-decision_quality-003,decision_quality,full_omni,5368,7770,2703,108200
Formal-250,formal-v2-decision_quality-004,decision_quality,full_omni,6538,4124,103,105419
Formal-250,formal-v2-decision_quality-005,decision_quality,full_omni,6647,9758,2645,118377
Formal-250,formal-v2-decision_quality-006,decision_quality,full_omni,5701,20169,2663,118014
Formal-250,formal-v2-decision_quality-007,decision_quality,full_omni,6332,5389,2493,83363
Formal-250,formal-v2-decision_quality-008,decision_quality,full_omni,8640,14109,2652,154672
Formal-250,formal-v2-decision_quality-009,decision_quality,full_omni,6243,13114,2653,125294
Formal-250,formal-v2-decision_quality-010,decision_quality,full_omni,5219,23608,2665,129072
Formal-250,formal-v2-decision_quality-011,decision_quality,full_omni,7699,7206,2699,160277
Formal-250,formal-v2-decision_quality-012,decision_quality,full_omni,5633,5549,2553,148016
Formal-250,formal-v2-decision_quality-013,decision_quality,full_omni,7173,9199,2473,96553
Formal-250,formal-v2-decision_quality-014,decision_quality,full_omni,4546,14134,2653,151608
Formal-250,formal-v2-decision_quality-015,decision_quality,full_omni,5406,5896,2595,159114
Formal-250,formal-v2-decision_quality-016,decision_quality,full_omni,5934,15419,2644,108409
Formal-250,formal-v2-decision_quality-017,decision_quality,full_omni,4838,16306,2654,122686
Formal-250,formal-v2-decision_quality-018,decision_quality,full_omni,5429,5283,2644,189136
Formal-250,formal-v2-decision_quality-019,decision_quality,full_omni,5529,8186,2713,133001
Formal-250,formal-v2-decision_quality-020,decision_quality,full_omni,7674,22335,2658,173467
Formal-250,formal-v2-decision_quality-021,decision_quality,full_omni,5342,5144,2735,168659
Formal-250,formal-v2-decision_quality-022,decision_quality,full_omni,6588,21494,2667,127788
Formal-250,formal-v2-decision_quality-023,decision_quality,full_omni,5250,5366,2638,78372
Formal-250,formal-v2-decision_quality-024,decision_quality,full_omni,4904,6406,2656,180045
Formal-250,formal-v2-decision_quality-025,decision_quality,full_omni,4341,16828,2106,172831
Formal-250,formal-v2-decision_quality-026,decision_quality,full_omni,5301,5377,2745,183019
Formal-250,formal-v2-decision_quality-027,decision_quality,full_omni,6965,5845,2333,236706
Formal-250,formal-v2-decision_quality-028,decision_quality,full_omni,6079,9237,2694,279911
Formal-250,formal-v2-decision_quality-029,decision_quality,full_omni,5800,10653,2696,180212
Formal-250,formal-v2-decision_quality-030,decision_quality,full_omni,7426,8365,2670,305402
Comparison-70,formal-v2-cognitive_continuity-001,cognitive_continuity,no_memory,2009,0,0,2009
Comparison-70,formal-v2-cognitive_continuity-002,cognitive_continuity,no_memory,1954,0,0,1954
Comparison-70,formal-v2-cognitive_continuity-003,cognitive_continuity,no_memory,1386,0,0,1386
Comparison-70,formal-v2-cognitive_continuity-013,cognitive_continuity,no_memory,1988,0,0,1988
Comparison-70,formal-v2-cognitive_continuity-014,cognitive_continuity,no_memory,2312,0,0,2312
Comparison-70,formal-v2-cognitive_continuity-015,cognitive_continuity,no_memory,1606,0,0,1606
Comparison-70,formal-v2-cognitive_continuity-016,cognitive_continuity,no_memory,1722,0,0,1722
Comparison-70,formal-v2-cognitive_continuity-017,cognitive_continuity,no_memory,1808,0,0,1808
Comparison-70,formal-v2-cognitive_continuity-033,cognitive_continuity,no_memory,1798,0,0,1798
Comparison-70,formal-v2-cognitive_continuity-034,cognitive_continuity,no_memory,1794,0,0,1794
Comparison-70,formal-v2-memory_evolution-001,memory_evolution,no_memory,1614,0,0,1614
Comparison-70,formal-v2-memory_evolution-002,memory_evolution,no_memory,1625,0,0,1625
Comparison-70,formal-v2-memory_evolution-003,memory_evolution,no_memory,1666,0,0,1666
Comparison-70,formal-v2-memory_evolution-013,memory_evolution,no_memory,1820,0,0,1820
Comparison-70,formal-v2-memory_evolution-014,memory_evolution,no_memory,1651,0,0,1651
Comparison-70,formal-v2-memory_evolution-015,memory_evolution,no_memory,1669,0,0,1669
Comparison-70,formal-v2-memory_evolution-016,memory_evolution,no_memory,1484,0,0,1484
Comparison-70,formal-v2-memory_evolution-017,memory_evolution,no_memory,1384,0,0,1384
Comparison-70,formal-v2-memory_evolution-033,memory_evolution,no_memory,1341,0,0,1341
Comparison-70,formal-v2-memory_evolution-034,memory_evolution,no_memory,1475,0,0,1475
Comparison-70,formal-v2-conflict_resolution-001,conflict_resolution,no_memory,1616,0,0,1616
Comparison-70,formal-v2-conflict_resolution-002,conflict_resolution,no_memory,1286,0,0,1286
Comparison-70,formal-v2-conflict_resolution-003,conflict_resolution,no_memory,2021,0,0,2021
Comparison-70,formal-v2-conflict_resolution-013,conflict_resolution,no_memory,1567,0,0,1567
Comparison-70,formal-v2-conflict_resolution-014,conflict_resolution,no_memory,1292,0,0,1292
Comparison-70,formal-v2-conflict_resolution-015,conflict_resolution,no_memory,1772,0,0,1772
Comparison-70,formal-v2-conflict_resolution-016,conflict_resolution,no_memory,1340,0,0,1340
Comparison-70,formal-v2-conflict_resolution-017,conflict_resolution,no_memory,2005,0,0,2005
Comparison-70,formal-v2-conflict_resolution-033,conflict_resolution,no_memory,1712,0,0,1712
Comparison-70,formal-v2-conflict_resolution-034,conflict_resolution,no_memory,2461,0,0,2461
Comparison-70,formal-v2-cross_agent_transfer-001,cross_agent_transfer,no_memory,1952,0,0,1952
Comparison-70,formal-v2-cross_agent_transfer-002,cross_agent_transfer,no_memory,1562,0,0,1562
Comparison-70,formal-v2-cross_agent_transfer-003,cross_agent_transfer,no_memory,1691,0,0,1691
Comparison-70,formal-v2-cross_agent_transfer-010,cross_agent_transfer,no_memory,1723,0,0,1723
Comparison-70,formal-v2-cross_agent_transfer-011,cross_agent_transfer,no_memory,1595,0,0,1595
Comparison-70,formal-v2-cross_agent_transfer-012,cross_agent_transfer,no_memory,1674,0,0,1674
Comparison-70,formal-v2-cross_agent_transfer-013,cross_agent_transfer,no_memory,1890,0,0,1890
Comparison-70,formal-v2-cross_agent_transfer-014,cross_agent_transfer,no_memory,1522,0,0,1522
Comparison-70,formal-v2-cross_agent_transfer-025,cross_agent_transfer,no_memory,1558,0,0,1558
Comparison-70,formal-v2-cross_agent_transfer-026,cross_agent_transfer,no_memory,1537,0,0,1537
Comparison-70,formal-v2-human_like_forgetting-001,human_like_forgetting,no_memory,1751,0,0,1751
Comparison-70,formal-v2-human_like_forgetting-002,human_like_forgetting,no_memory,1642,0,0,1642
Comparison-70,formal-v2-human_like_forgetting-003,human_like_forgetting,no_memory,1574,0,0,1574
Comparison-70,formal-v2-human_like_forgetting-013,human_like_forgetting,no_memory,1580,0,0,1580
Comparison-70,formal-v2-human_like_forgetting-014,human_like_forgetting,no_memory,1547,0,0,1547
Comparison-70,formal-v2-human_like_forgetting-015,human_like_forgetting,no_memory,1892,0,0,1892
Comparison-70,formal-v2-human_like_forgetting-016,human_like_forgetting,no_memory,1696,0,0,1696
Comparison-70,formal-v2-human_like_forgetting-017,human_like_forgetting,no_memory,1871,0,0,1871
Comparison-70,formal-v2-human_like_forgetting-033,human_like_forgetting,no_memory,1720,0,0,1720
Comparison-70,formal-v2-human_like_forgetting-034,human_like_forgetting,no_memory,1674,0,0,1674
Comparison-70,formal-v2-proactive_insight-001,proactive_insight,no_memory,1829,4477,0,6306
Comparison-70,formal-v2-proactive_insight-002,proactive_insight,no_memory,2070,6805,0,8875
Comparison-70,formal-v2-proactive_insight-003,proactive_insight,no_memory,1978,9568,0,11546
Comparison-70,formal-v2-proactive_insight-010,proactive_insight,no_memory,1872,10320,0,12192
Comparison-70,formal-v2-proactive_insight-011,proactive_insight,no_memory,2094,4906,0,7000
Comparison-70,formal-v2-proactive_insight-012,proactive_insight,no_memory,1958,6801,0,8759
Comparison-70,formal-v2-proactive_insight-013,proactive_insight,no_memory,1978,7011,0,8989
Comparison-70,formal-v2-proactive_insight-014,proactive_insight,no_memory,1775,6618,0,8393
Comparison-70,formal-v2-proactive_insight-025,proactive_insight,no_memory,1926,3924,0,5850
Comparison-70,formal-v2-proactive_insight-026,proactive_insight,no_memory,2026,17637,0,19663
Comparison-70,formal-v2-decision_quality-001,decision_quality,no_memory,1724,14050,0,15774
Comparison-70,formal-v2-decision_quality-002,decision_quality,no_memory,2307,4891,0,7198
Comparison-70,formal-v2-decision_quality-003,decision_quality,no_memory,1871,7175,0,9046
Comparison-70,formal-v2-decision_quality-010,decision_quality,no_memory,2022,4295,0,6317
Comparison-70,formal-v2-decision_quality-011,decision_quality,no_memory,2022,14732,0,16754
Comparison-70,formal-v2-decision_quality-012,decision_quality,no_memory,2332,5043,0,7375
Comparison-70,formal-v2-decision_quality-013,decision_quality,no_memory,1684,7602,0,9286
Comparison-70,formal-v2-decision_quality-014,decision_quality,no_memory,2814,5199,0,8013
Comparison-70,formal-v2-decision_quality-025,decision_quality,no_memory,2383,6548,0,8931
Comparison-70,formal-v2-decision_quality-026,decision_quality,no_memory,1676,11951,0,13627
Comparison-70,formal-v2-cognitive_continuity-001,cognitive_continuity,retrieval_only,3580,0,0,3580
Comparison-70,formal-v2-cognitive_continuity-002,cognitive_continuity,retrieval_only,3227,0,0,3227
Comparison-70,formal-v2-cognitive_continuity-003,cognitive_continuity,retrieval_only,4131,0,0,4131
Comparison-70,formal-v2-cognitive_continuity-013,cognitive_continuity,retrieval_only,3163,0,0,3163
Comparison-70,formal-v2-cognitive_continuity-014,cognitive_continuity,retrieval_only,3985,0,0,3985
Comparison-70,formal-v2-cognitive_continuity-015,cognitive_continuity,retrieval_only,4287,0,0,4287
Comparison-70,formal-v2-cognitive_continuity-016,cognitive_continuity,retrieval_only,4378,0,0,4378
Comparison-70,formal-v2-cognitive_continuity-017,cognitive_continuity,retrieval_only,3408,0,0,3408
Comparison-70,formal-v2-cognitive_continuity-033,cognitive_continuity,retrieval_only,4721,0,0,4721
Comparison-70,formal-v2-cognitive_continuity-034,cognitive_continuity,retrieval_only,4136,0,0,4136
Comparison-70,formal-v2-memory_evolution-001,memory_evolution,retrieval_only,2608,0,0,2608
Comparison-70,formal-v2-memory_evolution-002,memory_evolution,retrieval_only,2091,0,0,2091
Comparison-70,formal-v2-memory_evolution-003,memory_evolution,retrieval_only,2773,0,0,2773
Comparison-70,formal-v2-memory_evolution-013,memory_evolution,retrieval_only,3157,0,0,3157
Comparison-70,formal-v2-memory_evolution-014,memory_evolution,retrieval_only,2151,0,0,2151
Comparison-70,formal-v2-memory_evolution-015,memory_evolution,retrieval_only,3995,0,0,3995
Comparison-70,formal-v2-memory_evolution-016,memory_evolution,retrieval_only,3923,0,0,3923
Comparison-70,formal-v2-memory_evolution-017,memory_evolution,retrieval_only,2084,0,0,2084
Comparison-70,formal-v2-memory_evolution-033,memory_evolution,retrieval_only,2114,0,0,2114
Comparison-70,formal-v2-memory_evolution-034,memory_evolution,retrieval_only,4101,0,0,4101
Comparison-70,formal-v2-conflict_resolution-001,conflict_resolution,retrieval_only,2698,0,0,2698
Comparison-70,formal-v2-conflict_resolution-002,conflict_resolution,retrieval_only,2874,0,0,2874
Comparison-70,formal-v2-conflict_resolution-003,conflict_resolution,retrieval_only,2463,0,0,2463
Comparison-70,formal-v2-conflict_resolution-013,conflict_resolution,retrieval_only,4338,0,0,4338
Comparison-70,formal-v2-conflict_resolution-015,conflict_resolution,retrieval_only,2605,0,0,2605
Comparison-70,formal-v2-conflict_resolution-016,conflict_resolution,retrieval_only,2282,0,0,2282
Comparison-70,formal-v2-conflict_resolution-017,conflict_resolution,retrieval_only,2873,0,0,2873
Comparison-70,formal-v2-conflict_resolution-033,conflict_resolution,retrieval_only,2830,0,0,2830
Comparison-70,formal-v2-conflict_resolution-034,conflict_resolution,retrieval_only,2725,0,0,2725
Comparison-70,formal-v2-cross_agent_transfer-001,cross_agent_transfer,retrieval_only,2378,0,0,2378
Comparison-70,formal-v2-cross_agent_transfer-002,cross_agent_transfer,retrieval_only,2827,0,0,2827
Comparison-70,formal-v2-cross_agent_transfer-003,cross_agent_transfer,retrieval_only,2448,0,0,2448
Comparison-70,formal-v2-cross_agent_transfer-010,cross_agent_transfer,retrieval_only,2395,0,0,2395
Comparison-70,formal-v2-cross_agent_transfer-011,cross_agent_transfer,retrieval_only,3666,0,0,3666
Comparison-70,formal-v2-cross_agent_transfer-012,cross_agent_transfer,retrieval_only,2116,0,0,2116
Comparison-70,formal-v2-cross_agent_transfer-013,cross_agent_transfer,retrieval_only,2377,0,0,2377
Comparison-70,formal-v2-cross_agent_transfer-014,cross_agent_transfer,retrieval_only,2317,0,0,2317
Comparison-70,formal-v2-cross_agent_transfer-025,cross_agent_transfer,retrieval_only,2396,0,0,2396
Comparison-70,formal-v2-cross_agent_transfer-026,cross_agent_transfer,retrieval_only,2421,0,0,2421
Comparison-70,formal-v2-human_like_forgetting-001,human_like_forgetting,retrieval_only,2926,0,0,2926
Comparison-70,formal-v2-human_like_forgetting-002,human_like_forgetting,retrieval_only,2609,0,0,2609
Comparison-70,formal-v2-human_like_forgetting-003,human_like_forgetting,retrieval_only,3142,0,0,3142
Comparison-70,formal-v2-human_like_forgetting-013,human_like_forgetting,retrieval_only,2886,0,0,2886
Comparison-70,formal-v2-human_like_forgetting-014,human_like_forgetting,retrieval_only,3267,0,0,3267
Comparison-70,formal-v2-human_like_forgetting-015,human_like_forgetting,retrieval_only,2558,0,0,2558
Comparison-70,formal-v2-human_like_forgetting-016,human_like_forgetting,retrieval_only,2835,0,0,2835
Comparison-70,formal-v2-human_like_forgetting-017,human_like_forgetting,retrieval_only,3031,0,0,3031
Comparison-70,formal-v2-human_like_forgetting-033,human_like_forgetting,retrieval_only,2597,0,0,2597
Comparison-70,formal-v2-human_like_forgetting-034,human_like_forgetting,retrieval_only,2873,0,0,2873
Comparison-70,formal-v2-proactive_insight-001,proactive_insight,retrieval_only,3283,8120,0,11403
Comparison-70,formal-v2-proactive_insight-002,proactive_insight,retrieval_only,3411,6429,0,9840
Comparison-70,formal-v2-proactive_insight-003,proactive_insight,retrieval_only,3664,8886,0,12550
Comparison-70,formal-v2-proactive_insight-010,proactive_insight,retrieval_only,3956,12275,0,16231
Comparison-70,formal-v2-proactive_insight-011,proactive_insight,retrieval_only,3361,5502,0,8863
Comparison-70,formal-v2-proactive_insight-012,proactive_insight,retrieval_only,3584,6862,0,10446
Comparison-70,formal-v2-proactive_insight-013,proactive_insight,retrieval_only,3116,5248,0,8364
Comparison-70,formal-v2-proactive_insight-014,proactive_insight,retrieval_only,4218,10342,0,14560
Comparison-70,formal-v2-proactive_insight-025,proactive_insight,retrieval_only,3473,9310,0,12783
Comparison-70,formal-v2-proactive_insight-026,proactive_insight,retrieval_only,4204,6031,0,10235
Comparison-70,formal-v2-decision_quality-001,decision_quality,retrieval_only,3249,5307,0,8556
Comparison-70,formal-v2-decision_quality-002,decision_quality,retrieval_only,3185,6338,0,9523
Comparison-70,formal-v2-decision_quality-003,decision_quality,retrieval_only,3488,9085,0,12573
Comparison-70,formal-v2-decision_quality-010,decision_quality,retrieval_only,3746,8519,0,12265
Comparison-70,formal-v2-decision_quality-011,decision_quality,retrieval_only,2246,18718,0,20964
Comparison-70,formal-v2-decision_quality-012,decision_quality,retrieval_only,2358,5739,0,8097
Comparison-70,formal-v2-decision_quality-013,decision_quality,retrieval_only,3013,5641,0,8654
Comparison-70,formal-v2-decision_quality-014,decision_quality,retrieval_only,3382,5382,0,8764
Comparison-70,formal-v2-decision_quality-025,decision_quality,retrieval_only,3384,5505,0,8889
Comparison-70,formal-v2-decision_quality-026,decision_quality,retrieval_only,3595,15203,0,18798
Comparison-70,formal-v2-cognitive_continuity-001,cognitive_continuity,full_omni,6277,0,96,66347
Comparison-70,formal-v2-cognitive_continuity-002,cognitive_continuity,full_omni,5509,0,220,72214
Comparison-70,formal-v2-cognitive_continuity-003,cognitive_continuity,full_omni,5309,0,153,120481
Comparison-70,formal-v2-cognitive_continuity-013,cognitive_continuity,full_omni,6121,0,2641,91169
Comparison-70,formal-v2-cognitive_continuity-014,cognitive_continuity,full_omni,5649,0,2662,139747
Comparison-70,formal-v2-cognitive_continuity-015,cognitive_continuity,full_omni,6937,0,2741,197329
Comparison-70,formal-v2-cognitive_continuity-016,cognitive_continuity,full_omni,6885,0,120,162182
Comparison-70,formal-v2-cognitive_continuity-017,cognitive_continuity,full_omni,5529,0,2458,108270
Comparison-70,formal-v2-cognitive_continuity-033,cognitive_continuity,full_omni,5727,0,2644,262523
Comparison-70,formal-v2-cognitive_continuity-034,cognitive_continuity,full_omni,4359,0,2700,150168
Comparison-70,formal-v2-memory_evolution-001,memory_evolution,full_omni,2462,0,127,64492
Comparison-70,formal-v2-memory_evolution-002,memory_evolution,full_omni,2534,0,101,119688
Comparison-70,formal-v2-memory_evolution-003,memory_evolution,full_omni,2846,0,165,69600
Comparison-70,formal-v2-memory_evolution-013,memory_evolution,full_omni,2402,0,97,117880
Comparison-70,formal-v2-memory_evolution-014,memory_evolution,full_omni,4488,0,2629,144439
Comparison-70,formal-v2-memory_evolution-015,memory_evolution,full_omni,6600,0,2658,175776
Comparison-70,formal-v2-memory_evolution-016,memory_evolution,full_omni,3053,0,2637,156287
Comparison-70,formal-v2-memory_evolution-017,memory_evolution,full_omni,3711,0,2684,256050
Comparison-70,formal-v2-memory_evolution-033,memory_evolution,full_omni,4059,0,2638,146844
Comparison-70,formal-v2-memory_evolution-034,memory_evolution,full_omni,4167,0,2675,223602
Comparison-70,formal-v2-conflict_resolution-001,conflict_resolution,full_omni,3092,0,120,71679
Comparison-70,formal-v2-conflict_resolution-002,conflict_resolution,full_omni,2902,0,178,161971
Comparison-70,formal-v2-conflict_resolution-003,conflict_resolution,full_omni,2992,0,127,149304
Comparison-70,formal-v2-conflict_resolution-013,conflict_resolution,full_omni,3063,0,112,58255
Comparison-70,formal-v2-conflict_resolution-014,conflict_resolution,full_omni,3313,0,2752,123818
Comparison-70,formal-v2-conflict_resolution-015,conflict_resolution,full_omni,2935,0,2659,145872
Comparison-70,formal-v2-conflict_resolution-016,conflict_resolution,full_omni,3496,0,2494,107824
Comparison-70,formal-v2-conflict_resolution-017,conflict_resolution,full_omni,3614,0,2624,155937
Comparison-70,formal-v2-conflict_resolution-033,conflict_resolution,full_omni,3511,0,2554,159444
Comparison-70,formal-v2-conflict_resolution-034,conflict_resolution,full_omni,6490,0,2713,197639
Comparison-70,formal-v2-cross_agent_transfer-001,cross_agent_transfer,full_omni,3685,0,118,96487
Comparison-70,formal-v2-cross_agent_transfer-002,cross_agent_transfer,full_omni,3786,0,113,82946
Comparison-70,formal-v2-cross_agent_transfer-003,cross_agent_transfer,full_omni,4112,0,190,155903
Comparison-70,formal-v2-cross_agent_transfer-010,cross_agent_transfer,full_omni,4335,0,2465,136504
Comparison-70,formal-v2-cross_agent_transfer-011,cross_agent_transfer,full_omni,3384,0,117,130152
Comparison-70,formal-v2-cross_agent_transfer-012,cross_agent_transfer,full_omni,3838,0,2130,100977
Comparison-70,formal-v2-cross_agent_transfer-013,cross_agent_transfer,full_omni,3239,0,134,121111
Comparison-70,formal-v2-cross_agent_transfer-014,cross_agent_transfer,full_omni,3382,0,2741,118478
Comparison-70,formal-v2-cross_agent_transfer-025,cross_agent_transfer,full_omni,3715,0,2620,197617
Comparison-70,formal-v2-cross_agent_transfer-026,cross_agent_transfer,full_omni,2695,0,2673,169413
Comparison-70,formal-v2-human_like_forgetting-001,human_like_forgetting,full_omni,6602,0,99,97119
Comparison-70,formal-v2-human_like_forgetting-002,human_like_forgetting,full_omni,5432,0,146,130517
Comparison-70,formal-v2-human_like_forgetting-003,human_like_forgetting,full_omni,7732,0,105,89101
Comparison-70,formal-v2-human_like_forgetting-013,human_like_forgetting,full_omni,8789,0,118,149024
Comparison-70,formal-v2-human_like_forgetting-014,human_like_forgetting,full_omni,6231,0,2670,236507
Comparison-70,formal-v2-human_like_forgetting-015,human_like_forgetting,full_omni,6276,0,2648,165520
Comparison-70,formal-v2-human_like_forgetting-016,human_like_forgetting,full_omni,5060,0,146,148986
Comparison-70,formal-v2-human_like_forgetting-017,human_like_forgetting,full_omni,6566,0,2391,117307
Comparison-70,formal-v2-human_like_forgetting-033,human_like_forgetting,full_omni,6435,0,2552,146290
Comparison-70,formal-v2-human_like_forgetting-034,human_like_forgetting,full_omni,7862,0,2702,234880
Comparison-70,formal-v2-proactive_insight-001,proactive_insight,full_omni,6513,9529,122,115365
Comparison-70,formal-v2-proactive_insight-002,proactive_insight,full_omni,7310,12264,124,131607
Comparison-70,formal-v2-proactive_insight-003,proactive_insight,full_omni,7548,10622,106,182244
Comparison-70,formal-v2-proactive_insight-010,proactive_insight,full_omni,6104,4993,2668,130883
Comparison-70,formal-v2-proactive_insight-011,proactive_insight,full_omni,5412,11912,2662,169800
Comparison-70,formal-v2-proactive_insight-012,proactive_insight,full_omni,4727,9138,2647,186819
Comparison-70,formal-v2-proactive_insight-013,proactive_insight,full_omni,7288,5295,112,233090
Comparison-70,formal-v2-proactive_insight-014,proactive_insight,full_omni,6053,7942,2646,163553
Comparison-70,formal-v2-proactive_insight-025,proactive_insight,full_omni,6927,6293,2616,204817
Comparison-70,formal-v2-proactive_insight-026,proactive_insight,full_omni,5089,7929,2450,153624
Comparison-70,formal-v2-decision_quality-001,decision_quality,full_omni,5904,10020,2738,92492
Comparison-70,formal-v2-decision_quality-002,decision_quality,full_omni,4784,3995,2521,77101
Comparison-70,formal-v2-decision_quality-003,decision_quality,full_omni,5161,8964,2650,110827
Comparison-70,formal-v2-decision_quality-010,decision_quality,full_omni,5452,7093,2739,142198
Comparison-70,formal-v2-decision_quality-011,decision_quality,full_omni,5604,9326,2666,206359
Comparison-70,formal-v2-decision_quality-012,decision_quality,full_omni,6141,8163,2661,181977
Comparison-70,formal-v2-decision_quality-013,decision_quality,full_omni,5654,5527,2502,72028
Comparison-70,formal-v2-decision_quality-014,decision_quality,full_omni,5508,9500,2733,123271
Comparison-70,formal-v2-decision_quality-025,decision_quality,full_omni,7113,4721,2665,288897
Comparison-70,formal-v2-decision_quality-026,decision_quality,full_omni,4168,6752,2669,218323
